
1.04752,-1.51999,-2.35565,-0.111014,0.292904,0.941014,0.12797,000,-0.0476015,-0.0661325,-1.30584,-0.413565,0.782132,-0.123959,-0.449298
1.09536,-1.55994,-2.23019,-0.136696,0.313156,0.934096,0.103496,000,-0.0593052,0.0224206,-1.25127,-0.408469,0.798227,-0.161861,-0.412053
1.161,-1.58383,-2.09327,-0.196335,0.327025,0.919559,0.0944361,000,-0.041832,0.0423113,-1.17529,-0.384514,0.815957,-0.165247,-0.39882
1.12802,-1.58972,-2.05272,-0.175591,0.337915,0.920556,0.0869404,000,0.017272,0.088083,-1.1426,-0.377689,0.81806,-0.15371,-0.405588
1.12737,-1.57897,-2.049,-0.174586,0.335416,0.921518,0.0884328,000,0.0244829,0.0939991,-1.14058,-0.377466,0.81733,-0.154374,-0.407013
1.13003,-1.57298,-2.06213,-0.174625,0.325506,0.924529,0.0937949,000,0.0922693,0.132093,-1.11875,-0.362638,0.831408,-0.14137,-0.396571
1.1235,-1.56899,-2.09235,-0.150051,0.340205,0.924308,0.0860256,000,0.158198,0.165583,-1.1041,-0.317132,0.84968,-0.119385,-0.404004
1.15788,-1.59605,-2.26303,-0.123571,0.329834,0.933605,0.0657361,000,0.169463,0.288108,-1.02794,-0.34781,0.834696,-0.158321,-0.396543
2.12197,-1.24334,-1.54839,-0.424934,-0.148375,0.418296,0.788951,000,-0.0996115,0.262829,-0.956369,-0.425089,0.786547,-0.270048,-0.357375
1.21756,-1.45936,-1.916,-0.285452,0.206178,0.930882,-0.0972963,000,0.263334,0.357181,-0.903902,-0.22401,0.788972,-0.322729,-0.472429
1.09618,-1.41813,-1.95536,-0.188576,0.216727,0.957659,-0.0189047,000,0.513802,0.276453,-0.872623,-0.192477,0.829048,-0.167667,-0.497513
0.716797,-1.39366,-1.98682,-0.0879236,0.206395,0.974407,-0.0142072,000,0.376186,0.327269,-0.676533,0.102354,-0.831263,0.100108,0.537126
0.683606,-1.36767,-1.96625,-0.00626903,0.18813,0.98181,-0.0248496,000,0.278361,0.409848,-0.607498,0.0503441,-0.827308,0.0544811,0.55683
0.64728,-1.34741,-1.97339,0.0193024,0.181922,0.983065,-0.010761,000,0.230692,0.463173,-0.558324,0.0589129,-0.82673,0.0387464,0.558163
0.638301,-1.3391,-1.96618,0.0233965,0.181809,0.983047,-0.00402374,000,0.209779,0.49442,-0.536416,0.0747474,-0.826935,0.0385334,0.555973
0.654979,-1.22296,-1.97223,-0.00191193,0.177697,0.983593,0.0310803,000,0.16606,0.541243,-0.495613,0.117271,-0.825763,0.0310647,0.550815
0.659758,-1.32883,-1.98044,-0.00843001,0.191118,0.9805,0.0449723,000,0.146535,0.550529,-0.475324,0.133821,-0.824196,0.0276548,0.54957
0.700055,-1.2537,-1.99474,-0.208991,0.150549,0.966254,-0.00339205,000,-0.113971,0.118292,-0.480403,0.223405,-0.777283,0.230497,0.541103
0.675007,-1.26399,-1.99041,-0.222138,0.158259,0.96202,-0.0112494,000,-0.117919,0.0570232,-0.532027,0.209447,-0.781127,0.222251,0.544589
0.630981,-1.25419,-1.97507,-0.205049,0.158543,0.965699,-0.0156622,000,-0.110423,0.00604035,-0.585277,0.199501,-0.784172,0.212463,0.547844
0.634816,-1.24998,-1.97203,-0.194895,0.159544,0.967714,-0.00956767,000,-0.105618,-0.00282583,-0.598034,0.19885,-0.786525,0.209865,0.545705
0.648303,-1.21398,-1.97081,-0.205107,0.167693,0.964265,-0.00190539,000,-0.0756355,-0.0600813,-0.654003,0.194305,-0.795591,0.212165,0.533167
0.585587,-1.27159,-1.96852,-0.198145,0.181389,0.963048,-0.0193788,000,-0.0539039,-0.0959373,-0.696397,0.200852,-0.795947,0.218622,0.527571
0.539199,-1.27907,-1.96961,-0.208621,0.193216,0.958459,-0.022391,000,0.0106153,-0.166732,-0.767074,0.19363,-0.804682,0.235061,0.509648
0.42601,-1.28738,-1.99125,-0.20457,0.246593,0.946495,-0.0386112,000,0.265537,-0.324106,-0.904229,-0.171597,0.83846,-0.206663,-0.474161
0.395573,-1.3192,-2.01317,-0.150032,0.272826,0.949473,-0.0394604,000,0.396204,-0.35859,-0.903178,-0.141852,0.854057,-0.163067,-0.473154
0.376314,-1.32171,-2.02195,-0.159962,0.285407,0.944492,-0.0298368,000,0.413293,-0.371426,-0.908571,-0.153484,0.852485,-0.161957,-0.472739
0.335237,-1.288,-2.03028,-0.160642,0.269327,0.949518,-0.0085617,000,0.412562,-0.371429,-0.901582,-0.153539,0.849382,-0.151769,-0.481604
0.350799,-1.33239,-2.02006,-0.126974,0.27294,0.953344,-0.0227344,000,0.357051,-0.275108,-0.866275,-0.127675,0.852983,-0.124116,-0.490627
0.398117,-1.26981,-2.00459,-0.103458,0.248502,0.962972,-0.0151344,000,0.280665,-0.149402,-0.83277,0.100479,-0.850834,0.110258,0.503814
0.49582,-1.26505,-1.87256,-0.0562254,0.362967,0.924405,0.102806,000,0.0927965,0.0827162,-0.751393,-0.173641,0.896729,0.00426025,-0.407073
0.506048,-1.25757,-1.8692,-0.0600819,0.366819,0.921363,0.113684,000,0.0729127,0.105673,-0.756245,-0.183022,0.895921,0.00809667,-0.404676
0.510544,-1.25763,-1.85584,-0.0662923,0.361169,0.922772,0.11685,000,0.0448747,0.124646,-0.758735,-0.163788,0.880728,-0.0221563,-0.443848
